7/6/20,1:5:52,48.2962493,4.0720386,120.30,3.54,53.22,0,
7/6/20,1:5:57,48.2962265,4.0721268,120.30,,,0,
7/6/20,1:6:2,48.2963523,4.0721030,120.30,4.37,50.33,0,
7/6/20,1:6:7,48.2961769,4.0722799,109.00,4.15,30.21,0,
7/6/20,1:6:12,48.2962188,4.0723185,110.00,3.80,99.23,0,
7/6/20,1:6:17,48.2962608,4.0723667,114.60,3.13,57.62,0,
7/6/20,1:6:22,48.2962226,4.0724215,104.90,4.74,108.01,0,
7/6/20,1:6:39,48.2964973,4.0724754,107.60,8.04,355.28,0,
7/6/20,1:6:44,48.2965774,4.0724916,115.00,8.26,354.26,0,
7/6/20,1:6:49,48.2966537,4.0725350,123.50,10.78,351.99,0,
7/6/20,1:6:54,48.2967300,4.0725569,130.60,7.83,352.08,0,
7/6/20,1:6:59,48.2968177,4.0726070,137.70,6.91,17.49,0,
7/6/20,1:7:4,48.2968978,4.0726485,145.50,6.52,4.96,0,
7/6/20,1:7:9,48.2969589,4.0727152,153.20,8.24,5.38,0,
7/6/20,1:7:25,48.2972373,4.0728049,169.40,7.85,5.11,0,
7/6/20,1:7:30,48.2972564,4.0728831,169.50,9.02,355.82,0,
7/6/20,1:7:35,48.2973365,4.0729050,170.70,7.26,12.52,0,
7/6/20,1:7:41,48.2974205,4.0729384,172.90,9.22,342.84,0,
7/6/20,1:7:46,48.2973937,4.0730299,170.50,5.69,19.17,0,
7/6/20,1:8:54,48.2973175,4.0739932,111.50,4.07,18.48,0,
7/6/20,1:8:59,48.2973060,4.0741152,114.30,4.54,26.83,0,
7/6/20,1:9:4,48.2973556,4.0741314,107.80,3.24,23.62,0,
7/6/20,1:9:9,48.2973556,4.0742168,109.70,3.83,43.85,0,
7/6/20,1:9:14,48.2973937,4.0742630,111.10,3.24,34.06,0,
7/6/20,1:9:19,48.2974472,4.0743031,111.90,4.96,32.58,0,
7/6/20,1:9:24,48.2975349,4.0743150,112.90,6.22,354.46,0,
7/6/20,1:9:29,48.2975730,4.0743784,118.20,3.76,71.47,0,
7/6/20,1:9:37,48.2976417,4.0744314,114.70,3.33,26.43,0,
7/6/20,1:9:42,48.2976722,4.0744686,116.70,2.24,54.65,0,
7/6/20,1:9:47,48.2976531,4.0744900,116.20,1.67,145.83,0,
7/6/20,1:9:52,48.2976531,4.0745215,115.90,3.54,83.53,0,
7/6/20,1:9:57,48.2976608,4.0745482,115.80,0.74,195.13,0,
7/6/20,1:10:2,48.2976417,4.0745582,114.30,1.72,159.02,0,
7/6/20,1:10:7,48.2976531,4.0746068,112.40,3.33,73.24,0,
7/6/20,1:10:12,48.2976760,4.0746316,110.40,1.94,334.76,0,
7/6/20,1:10:17,48.2975654,4.0746870,107.70,7.13,162.79,0,
7/6/20,1:10:53,48.2977409,4.0741801,81.80,3.13,310.72,12,30 77/91@19,5 69/240@30,7 45/58@20,13 45/282@33,28 25/146@28,15 14/285@22,9 12/96@-,18 11/326@25,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:10:58,48.2976722,4.0741715,76.80,3.61,285.17,12,30 77/91@21,5 69/240@29,7 45/58@24,13 45/282@29,28 25/146@25,15 14/285@19,9 12/96@19,18 11/326@26,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:3,48.2977447,4.0741415,89.50,1.24,179.77,12,30 77/91@22,5 69/240@32,7 45/58@24,13 45/282@31,28 25/146@20,15 14/285@22,9 12/96@16,18 11/326@25,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:8,48.2978439,4.0740752,82.20,2.59,283.29,12,30 77/91@21,5 69/240@31,7 45/58@24,13 45/282@32,28 25/146@19,15 14/285@28,9 12/96@-,18 11/326@29,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:13,48.2978057,4.0741200,79.80,6.44,151.02,12,30 77/91@20,5 69/240@31,7 45/58@24,13 45/282@32,28 25/146@19,15 14/285@26,9 12/96@-,18 11/326@29,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:18,48.2977867,4.0741233,75.40,3.65,149.45,12,30 77/91@20,5 69/240@30,7 45/58@23,13 45/282@32,28 25/146@19,15 14/285@18,9 12/96@-,18 11/326@36,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:23,48.2978210,4.0740184,68.60,1.33,228.95,12,30 77/91@20,5 69/240@36,7 45/58@22,13 45/282@40,28 25/146@19,15 14/285@18,9 12/96@-,18 11/326@38,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:28,48.2978057,4.0740399,63.50,3.80,75.73,12,30 77/91@19,5 69/240@30,7 45/58@21,13 45/282@34,28 25/146@19,15 14/285@18,9 12/96@-,18 11/326@37,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:33,48.2981414,4.0738234,59.90,3.78,333.47,12,30 77/91@21,5 69/240@27,7 45/58@31,13 45/282@34,28 25/146@18,15 14/285@19,9 12/96@-,18 11/326@30,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:38,48.2982673,4.0738334,60.90,2.11,9.55,12,30 77/91@24,5 69/240@28,7 45/58@30,13 45/282@28,28 25/146@18,15 14/285@23,9 12/96@-,18 11/326@23,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:43,48.2986221,4.0736684,89.20,10.30,134.48,12,30 77/91@23,5 69/240@28,7 45/58@30,13 45/282@29,28 25/146@18,15 14/285@23,9 12/96@16,18 11/326@21,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:48,48.2986907,4.0736818,91.50,3.69,139.08,12,30 77/91@24,5 69/240@28,7 45/58@31,13 45/282@28,28 25/146@18,15 14/285@23,9 12/96@16,18 11/326@20,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:53,48.2987747,4.0736732,91.70,2.52,87.38,12,30 77/91@24,5 69/240@23,7 45/58@33,13 45/282@27,28 25/146@18,15 14/285@23,9 12/96@18,18 11/326@19,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:11:58,48.2987480,4.0737586,99.60,0.98,86.46,12,30 77/91@24,5 69/240@26,7 45/58@33,13 45/282@24,28 25/146@18,15 14/285@27,9 12/96@18,18 11/326@19,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:12:3,48.2987022,4.0738582,103.10,0.81,109.17,12,30 77/91@25,5 69/240@26,7 45/58@33,13 45/282@24,28 25/146@19,15 14/285@27,9 12/96@25,18 11/326@19,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:12:8,48.2987670,4.0738301,98.60,5.28,334.54,12,30 77/91@25,5 69/240@26,7 45/58@34,13 45/282@25,28 25/146@20,15 14/285@27,9 12/96@22,18 11/326@20,2 8/218@-,27 2/27@-,8 1/56@-,21 230/344@-
7/6/20,1:12:13,48.2988548,4.0738582,102.70,2.20,106.21,12,30 76/86@25,5 69/235@25,13 46/283@25,7 44/57@36,28 26/145@21,15 16/285@27,9 11/97@20,18 11/325@23,2 7/218@-,27 2/26@-,8 1/55@-,21 230/343@-
7/6/20,1:12:18,48.2989425,4.0738382,102.60,2.06,102.90,12,30 76/86@25,5 69/235@26,13 46/283@25,7 44/57@32,28 26/145@26,15 16/285@26,9 11/97@21,18 11/325@18,2 7/218@-,27 2/26@-,8 1/55@-,21 230/343@-
7/6/20,1:12:23,48.2990493,4.0737800,101.30,1.98,44.66,12,30 76/86@25,5 69/235@26,13 46/283@25,7 44/57@34,28 26/145@29,15 16/285@22,9 11/97@21,18 11/325@20,2 7/218@-,27 2/26@-,8 1/55@-,21 230/343@-
7/6/20,1:12:30,48.2990684,4.0738186,109.70,2.30,152.06,0,
7/6/20,1:12:35,48.2989158,4.0739154,123.10,9.70,153.48,0,
7/6/20,1:12:40,48.2986717,4.0740485,138.50,5.39,162.37,0,
7/6/20,1:12:45,48.2988891,4.0739469,122.00,3.33,74.69,0,
7/6/20,1:12:50,48.2990074,4.0739450,120.00,2.72,111.47,0,
7/6/20,1:12:55,48.2991676,4.0739331,121.50,5.26,14.43,0,
7/6/20,1:13:0,48.2992172,4.0740132,120.70,6.44,113.12,0,
7/6/20,1:13:5,48.2992515,4.0741267,121.30,3.78,60.22,0,
7/6/20,1:13:10,48.2993965,4.0740866,118.00,10.20,345.77,0,
7/6/20,1:13:15,48.2995796,4.0740032,116.80,11.22,342.01,0,
7/6/20,1:13:20,48.2997245,4.0738801,114.20,7.46,325.86,0,
7/6/20,1:13:25,48.2997550,4.0739483,121.70,4.44,355.63,0,
7/6/20,1:13:30,48.2997169,4.0740733,125.10,5.85,1.27,0,
7/6/20,1:13:35,48.2997360,4.0741353,126.70,2.94,59.92,0,
7/6/20,1:13:40,48.2996711,4.0742702,127.50,9.65,131.92,0,
7/6/20,1:13:45,48.2996635,4.0742201,116.50,1.31,174.26,0,
7/6/20,1:13:50,48.2996063,4.0743751,135.20,4.93,22.25,0,
7/6/20,1:13:55,48.2995758,4.0745368,143.90,4.22,68.45,0,
7/6/20,1:14:0,48.2995796,4.0746517,144.60,4.35,56.64,0,
7/6/20,1:14:5,48.2996292,4.0747132,143.70,7.63,358.57,0,
7/6/20,1:14:10,48.2996635,4.0747814,143.80,6.50,12.35,0,
7/6/20,1:14:15,48.2996673,4.0748600,142.20,2.41,64.15,0,
7/6/20,1:14:20,48.2996788,4.0749268,137.90,5.65,3.90,0,
7/6/20,1:14:25,48.2996940,4.0749731,137.80,3.87,352.82,0,
7/6/20,1:14:30,48.2997131,4.0750331,137.70,4.17,11.98,0,
7/6/20,1:14:35,48.2997360,4.0750832,136.90,3.57,20.47,0,
7/6/20,1:14:40,48.2997207,4.0751800,137.50,3.39,38.45,0,
7/6/20,1:14:45,48.2997512,4.0752468,138.50,5.67,2.85,0,
7/6/20,1:14:50,48.2997894,4.0753083,138.20,6.30,2.93,0,
7/6/20,1:14:55,48.2998847,4.0753283,137.70,7.07,342.38,0,
7/6/20,1:15:0,48.2999267,4.0753784,140.30,5.57,15.70,0,
7/6/20,1:15:5,48.2999305,4.0754585,140.10,3.41,20.48,0,
7/6/20,1:15:10,48.2999572,4.0755233,140.20,1.74,7.33,0,
7/6/20,1:15:15,48.2999801,4.0755114,130.20,1.78,157.16,0,
7/6/20,1:15:20,48.2999610,4.0755486,130.60,1.87,8.16,0,
7/6/20,1:15:25,48.3000297,4.0755200,126.90,3.69,351.41,0,
7/6/20,1:15:30,48.3000869,4.0754952,126.50,6.15,359.48,0,
7/6/20,1:15:35,48.3000564,4.0755186,125.70,3.32,193.68,0,
7/6/20,1:15:40,48.3000411,4.0755186,123.40,0.93,245.41,0,
7/6/20,1:15:45,48.3000602,4.0755367,128.20,3.91,3.97,0,
7/6/20,1:15:58,48.3000259,4.0757770,133.70,2.52,340.79,12,30 76/84@28,5 69/233@28,13 47/284@23,7 43/57@28,28 27/145@34,15 16/285@29,18 12/325@-,9 11/97@23,2 7/217@20,27 2/25@-,8 1/54@-,21 1/342@-
7/6/20,1:16:3,48.2999916,4.0758399,137.30,3.19,83.27,12,30 76/84@26,5 69/233@27,13 47/284@18,7 43/57@29,28 27/145@26,15 16/285@22,18 12/325@-,9 11/97@28,2 7/217@21,27 2/25@-,8 1/54@-,21 1/342@-
7/6/20,1:16:8,48.2999801,4.0759067,133.70,1.85,97.51,12,30 76/84@34,5 69/233@31,13 47/284@20,7 43/57@31,28 27/145@22,15 16/285@19,18 12/325@-,9 11/97@36,2 7/217@22,27 2/25@-,8 1/54@-,21 1/342@-
7/6/20,1:16:13,48.2999916,4.0759568,132.30,4.39,19.10,12,30 76/84@29,5 69/233@27,13 47/284@20,7 43/57@35,28 27/145@32,15 16/285@19,18 12/325@-,9 11/97@32,2 7/217@23,27 2/25@-,8 1/54@-,21 1/342@-
7/6/20,1:16:24,48.3000144,4.0760631,126.10,2.09,96.71,0,
7/6/20,1:16:29,48.3000564,4.0761032,124.00,4.63,54.17,0,
7/6/20,1:16:34,48.3001174,4.0761485,125.10,2.69,40.71,0,
7/6/20,1:16:39,48.3002052,4.0761718,131.40,5.48,17.91,0,
7/6/20,1:16:44,48.3003311,4.0762100,141.00,5.87,32.15,0,
7/6/20,1:16:49,48.3004150,4.0762567,145.80,4.37,32.63,0,
7/6/20,1:16:54,48.3004341,4.0763034,149.00,1.98,8.32,0,
7/6/20,1:16:59,48.3004112,4.0763449,154.50,1.11,38.70,0,
7/6/20,1:17:4,48.3004150,4.0763816,156.70,1.72,156.85,0,
7/6/20,1:17:9,48.3004379,4.0763516,159.00,1.37,354.08,0,
7/6/20,1:17:14,48.3004531,4.0764050,161.90,1.63,109.89,0,
7/6/20,1:17:19,48.3004341,4.0764183,161.00,1.28,165.00,0,
7/6/20,1:17:24,48.3003616,4.0764369,160.90,0.65,188.73,0,
7/6/20,1:17:29,48.3003349,4.0764470,163.50,1.94,343.31,0,
7/6/20,1:17:34,48.3003120,4.0764698,163.50,0.65,47.20,0,
7/6/20,1:17:39,48.3002586,4.0765333,162.80,0.22,164.38,0,
7/6/20,1:17:44,48.3002357,4.0765614,161.30,1.94,18.66,0,
7/6/20,1:17:49,48.3002052,4.0766100,163.50,2.28,145.40,0,
7/6/20,1:17:54,48.3001823,4.0766334,161.50,0.44,258.81,0,
7/6/20,1:17:59,48.3000946,4.0767331,163.70,3.24,189.19,0,
