date,time,latitude,longitude,altitude,
7/6/20,15:26:43,48.2996902,4.0788316,131.70,,,0,
7/6/20,15:26:45,48.2984542,4.0789232,131.70,,,0,
7/6/20,15:26:46,48.2992630,4.0788602,131.70,,,12,8 81/280@22,11 52/286@31,10 50/62@22,27 60/131@22,32 19/118@22,22 19/209@-,20 19/49@27,16 16/183@-,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:26:47,48.2989234,4.0788798,131.70,,,0,
7/6/20,15:26:48,48.2993812,4.0789899,131.70,,,0,
7/6/20,15:26:49,48.2998580,4.0791049,131.70,,,0,
7/6/20,15:26:50,48.2998123,4.0791401,131.70,,,0,
7/6/20,15:26:51,48.2996406,4.0792846,131.70,,,12,8 81/280@35,11 52/286@30,10 50/62@32,27 60/131@23,32 19/118@19,22 19/209@22,20 19/49@39,16 16/183@-,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:26:52,48.2998771,4.0791883,131.70,,,0,
7/6/20,15:26:53,48.2999649,4.0791730,131.70,,,0,
7/6/20,15:26:54,48.2997322,4.0793247,131.70,,,0,
7/6/20,15:26:55,48.2997779,4.0792970,131.70,,,0,
7/6/20,15:26:56,48.3001251,4.0792899,131.70,,,12,8 81/280@35,11 52/286@28,10 50/62@31,27 60/131@22,32 19/118@18,22 19/209@18,20 19/49@40,16 16/183@17,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:26:57,48.2998657,4.0793333,131.70,,,0,
7/6/20,15:26:58,48.2999267,4.0793018,131.70,,,0,
7/6/20,15:26:59,48.2998199,4.0793714,131.70,,,0,
7/6/20,15:27:0,48.2999114,4.0793466,131.70,,,0,
7/6/20,15:27:1,48.2999305,4.0793533,131.70,,,12,8 81/280@35,11 52/286@28,10 50/62@38,27 60/131@25,32 19/118@18,22 19/209@19,20 19/49@39,16 16/183@18,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:27:2,48.3000984,4.0791816,131.70,,,0,
7/6/20,15:27:3,48.2998161,4.0793266,131.70,,,0,
7/6/20,15:27:4,48.2999038,4.0793533,131.70,,,0,
7/6/20,15:27:5,48.2997779,4.0794248,131.70,,,0,
7/6/20,15:27:6,48.2995719,4.0795283,131.70,,,12,8 81/280@33,11 52/286@28,10 50/62@27,27 60/131@29,32 19/118@19,22 19/209@20,20 19/49@21,16 16/183@21,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:27:7,48.2994995,4.0793266,131.70,,,0,
7/6/20,15:27:8,48.2994956,4.0794315,131.70,,,0,
7/6/20,15:27:9,48.2995338,4.0793900,131.70,,,0,
7/6/20,15:27:10,48.2996902,4.0794768,131.70,,,0,
7/6/20,15:27:11,48.2997398,4.0794467,131.70,,,12,8 81/280@35,11 52/286@33,10 50/62@22,27 60/131@24,32 19/118@17,22 19/209@20,20 19/49@-,16 16/183@20,21 13/78@-,14 7/135@-,28 5/330@21,30 2/301@-
7/6/20,15:27:12,48.2995986,4.0794382,131.70,,,0,
7/6/20,15:27:13,48.2995491,4.0794448,131.70,,,0,
7/6/20,15:27:14,48.2997817,4.0794482,131.70,,,0,
7/6/20,15:27:15,48.2994384,4.0794234,131.70,,,0,
7/6/20,15:27:16,48.2995338,4.0794801,131.70,,,12,8 81/280@36,11 52/286@31,10 50/62@23,27 60/131@24,32 19/118@12,22 19/209@20,20 19/49@-,16 16/183@16,21 13/78@-,14 7/135@-,28 5/330@23,30 2/301@-
7/6/20,15:27:17,48.2996673,4.0795516,131.70,,,0,
7/6/20,15:27:18,48.2996482,4.0795302,131.70,,,0,
7/6/20,15:27:19,48.2996292,4.0795602,131.70,,,0,
7/6/20,15:27:20,48.2995758,4.0795331,131.70,,,0,
7/6/20,15:27:21,48.2994880,4.0795669,131.70,,,12,8 81/280@30,11 52/286@32,10 50/62@23,27 60/131@24,32 19/118@19,22 19/209@20,20 19/49@-,16 16/183@19,21 13/78@-,14 7/135@-,28 5/330@11,30 2/301@-
7/6/20,15:27:22,48.2994880,4.0795269,131.70,,,0,
7/6/20,15:27:23,48.2993812,4.0795850,131.70,,,0,
7/6/20,15:27:24,48.2996597,4.0795698,131.70,,,0,
7/6/20,15:27:25,48.2994575,4.0793633,131.70,,,0,
7/6/20,15:27:26,48.2994651,4.0794415,131.70,,,12,8 81/280@30,11 52/286@27,10 50/62@18,27 60/131@23,32 19/118@18,22 19/209@19,20 19/49@-,16 16/183@19,21 13/78@-,14 7/135@-,28 5/330@12,30 2/301@-
7/6/20,15:27:27,48.2994422,4.0795698,131.70,,,0,
7/6/20,15:27:28,48.2994804,4.0796117,131.70,,,0,
7/6/20,15:27:29,48.2992973,4.0794415,131.70,,,0,
7/6/20,15:27:30,48.2996978,4.0795030,131.70,,,0,
7/6/20,15:27:31,48.2997322,4.0794715,131.70,,,12,8 81/280@22,11 52/286@26,10 50/62@17,27 60/131@14,32 19/118@-,22 19/209@18,20 19/49@-,16 16/183@14,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
7/6/20,15:27:32,48.2995452,4.0796999,131.70,,,0,
7/6/20,15:27:33,48.2997741,4.0793952,131.70,,,0,
7/6/20,15:27:34,48.2996864,4.0795631,131.70,,,0,
7/6/20,15:27:35,48.2996101,4.0793900,131.70,,,0,
7/6/20,15:27:36,48.3002281,4.0793886,131.70,,,12,8 81/280@17,11 52/286@17,10 50/62@15,27 60/131@-,32 19/118@-,22 19/209@8,20 19/49@-,16 16/183@-,21 13/78@-,14 7/135@-,28 5/330@-,30 2/301@-
